ID,Program_Code,Min_Seniority,Max_Seniority,Origin_State,Days,Travel_Type,Departure_Date,Return_Date,Participant,Total_Participants,First_Communicarion,Last_Communicarion,Cancelled,Discounted,Initial_Date,Region,Company_Sponsor,Product_Type,Type_Low_Seniority,Type_High_Seniority,Type_Seniority,Departure_Month,Type_Low,Type_High,Type,Code_Aggregation,Same_Type_Flag,Enrollment,Participant_Ratio,Participant_Difference,Retained
HD-1336-40709,HD,8,8,CA,5,A,06/15/11,06/19/11,53,57,04/30/10,09/03/10,8,3,04/27/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.052830189,0.933333333,4,1
HD-1395-40663,HD,7,7,CT,4,T,04/30/11,05/03/11,54,59,04/27/10,08/22/10,4,5,04/27/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.048067861,0.910714286,5,1
ST-1639-40642,ST,6,7,IL,4,A,04/09/11,04/12/11,23,25,04/27/10,04/27/10,1,3,04/27/10,Other,0,West,5-8,5-8,,April,1,1,1-1,S,1,0.10212766,0.923076923,2,1
ST-1852-40642,ST,7,8,IL,4,A,04/09/11,04/12/11,24,26,04/28/10,04/28/10,1,1,04/27/10,Other,0,West,5-8,5-8,,April,1,5-8,1-5-8,S,0,0.10212766,0.923076923,2,1
HD-2043-40603,HD,7,7,KY,6,T,03/01/11,03/06/11,56,60,04/27/10,08/20/10,10,4,04/27/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.07922272,0.929824561,4,1
HD-2206-40720,HD,7,7,CA,5,A,06/26/11,06/30/11,19,21,05/01/10,09/12/10,3,2,04/27/10,Southern California,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,H,0,0.034782609,0.909090909,2,1
HS-2488-40670,HS,4,4,CA,3,A,05/07/11,05/09/11,72,74,04/25/10,08/30/10,9,3,04/27/10,Southern California,1,CA History,<5,<5,,May,1,5-8,1-5-8,H,0,0.144,0.972972973,2,1
HF-2717-40691,HF,4,5,CA,1,A,05/28/11,05/28/11,43,44,05/14/10,09/17/10,3,0,04/27/10,Southern California,0,CA History,<5,<5,,May,2,<5,2-<5,H,0,0.114058355,0.977272727,1,1
HD-2820-40712,HD,7,7,TX,4,A,06/18/11,06/21/11,4,5,04/28/10,08/27/10,0,1,04/27/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.003333333,0.8,1,0
HD-2878-40711,HD,7,8,TX,5,A,06/17/11,06/21/11,7,8,04/28/10,09/09/10,1,0,04/27/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.007049345,0.875,1,0
HF-3278-40691,HF,3,4,CA,1,A,05/28/11,05/28/11,41,42,05/08/10,09/11/10,4,0,04/27/10,Southern California,0,CA History,<5,<5,,May,2,2,2-2,H,1,0.114058355,0.977272727,1,1
HD-3598-40603,HD,9,9,KY,6,T,03/01/11,03/06/11,50,54,04/21/10,08/14/10,8,3,04/27/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.07922272,0.929824561,4,1
HC-3692-40646,HC,7,7,CA,7,A,04/13/11,04/19/11,18,19,05/01/10,08/20/10,5,2,04/27/10,Northern California,0,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.036,0.947368421,1,1
HS-3693-40670,HS,4,4,CA,3,A,05/07/11,05/09/11,68,70,04/30/10,09/04/10,7,1,04/27/10,Southern California,1,CA History,<5,<5,,May,1,1,1-1,H,1,0.144,0.972972973,2,1
HD-3740-40720,HD,7,7,CA,5,A,06/26/11,06/30/11,21,23,04/29/10,09/10/10,5,3,04/27/10,Southern California,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,H,0,0.034782609,0.909090909,2,1
HD-3937-40695,HD,7,7,OH,4,0,06/01/11,06/04/11,9,10,05/03/10,05/03/10,0,0,04/27/10,Other,0,East Coast,5-8,5-8,,June,1,5-8,1-5-8,H,0,0.043902439,0.9,1,0
HD-559-40709,HD,5,11,WA,5,A,06/15/11,06/19/11,10,11,05/03/10,08/29/10,0,1,04/28/10,Pacific Northwest,0,East Coast,5-8,>8,,June,2,>8,2->8,H,0,0.084033613,0.909090909,1,0
HD-1082-40659,HD,6,6,MI,5,T,04/26/11,04/30/11,68,69,04/25/10,08/14/10,1,2,04/28/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,1,1,1-1,H,1,0.113043478,0.984848485,1,1
HD-1180-40665,HD,9,9,NE,4,A,05/02/11,05/05/11,7,8,04/26/10,08/14/10,1,2,04/28/10,Other,0,East Coast,5-8,5-8,,May,1,1,1-1,H,1,0.0175,0.875,1,1
HD-1425-40706,HD,7,7,WI,7,T,06/12/11,06/18/11,41,45,05/01/10,08/22/10,5,4,04/28/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.055873926,0.906976744,4,1
HG-1496-40671,HG,5,5,CA,2,A,05/08/11,05/09/11,51,53,05/23/10,08/31/10,0,3,04/28/10,Southern California,1,CA History,<5,<5,,May,1,5-8,1-5-8,H,0,0.182142857,0.962264151,2,1
HD-1690-40619,HD,8,8,TX,4,A,03/17/11,03/20/11,68,74,04/28/10,05/01/10,0,4,04/28/10,Houston,1,East Coast,5-8,5-8,,March,5-8,>8,5-8->8,H,0,0.1625,0.915492958,6,0
HD-1896-40678,HD,8,8,MI,6,T,05/15/11,05/20/11,40,43,05/26/10,09/03/10,0,3,04/28/10,Other,0,East Coast,5-8,5-8,,May,1,<5,1-<5,H,0,0.172839506,0.933333333,3,1
HD-2138-40646,HD,8,8,UT,6,A,04/13/11,04/18/11,25,27,04/30/10,09/03/10,11,1,04/28/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.037707391,0.925925926,2,0
HC-2224-40682,HC,,,CA,7,A,05/19/11,05/25/11,21,24,04/26/10,09/19/10,16,3,04/28/10,Southern California,0,East Coast,Undefined,Undefined,,May,5-8,5-8,5-8-5-8,H,1,0.026525199,0.869565217,3,1
HD-2303-40711,HD,5,7,CA,5,A,06/17/11,06/21/11,18,21,05/02/10,05/02/10,0,3,04/28/10,Northern California,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,H,0,0.058064516,0.857142857,3,0
HD-2518-40711,HD,6,8,CA,5,A,06/17/11,06/21/11,18,21,05/03/10,05/03/10,0,3,04/28/10,Northern California,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,H,0,0.058064516,0.857142857,3,0
HD-2575-40709,HD,7,13,WA,5,A,06/15/11,06/19/11,10,11,05/01/10,08/27/10,0,0,04/28/10,Pacific Northwest,0,East Coast,5-8,>8,,June,2,2,2-2,H,1,0.084033613,0.909090909,1,0
HD-2595-40619,HD,7,7,TX,4,A,03/17/11,03/20/11,62,68,04/28/10,05/01/10,0,6,04/28/10,Houston,1,East Coast,5-8,5-8,,March,5-8,>8,5-8->8,H,0,0.1625,0.915492958,6,0
HD-2665-40705,HD,5,6,AR,4,A,06/11/11,06/14/11,6,7,04/30/10,09/01/10,2,2,04/28/10,Other,0,East Coast,<5,5-8,,June,<5,<5,<5-<5,H,1,0.007662835,0.857142857,1,1
HD-2978-40705,HD,5,6,AR,4,A,06/11/11,06/14/11,6,7,04/24/10,08/26/10,2,2,04/28/10,Other,0,East Coast,<5,5-8,<5-5-8,June,<5,<5,<5-<5,H,1,0.007662835,0.857142857,1,1
ST-3111-40696,ST,5,7,CA,5,A,06/02/11,06/06/11,8,9,05/04/10,08/30/10,1,2,04/28/10,Southern California,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.006163328,0.888888889,1,0
HD-3112-40688,HD,,,IL,3,A,05/25/11,05/27/11,27,29,04/29/10,04/29/10,3,1,04/28/10,Other,0,East Coast,Undefined,Undefined,Undefined-Undefined,May,5-8,5-8,5-8-5-8,H,1,0.08,0.933333333,2,1
HD-3119-40716,HD,5,6,WA,5,A,06/22/11,06/26/11,11,12,04/25/10,08/27/10,5,1,04/28/10,Pacific Northwest,0,East Coast,<5,5-8,,June,2,<5,2-<5,H,0,0.042735043,0.909090909,1,1
SD-3223-40697,SD,10,11,IN,6,A,06/03/11,06/08/11,9,11,04/27/10,08/12/10,2,3,04/28/10,Other,0,West,>8,>8,,June,5-8,>8,5-8->8,S,0,0.019723866,0.833333333,2,0
HG-3435-40618,HG,5,5,CA,2,A,03/16/11,03/17/11,24,26,05/03/10,09/06/10,6,2,04/28/10,Southern California,0,CA History,<5,<5,<5-<5,March,2,2,2-2,H,1,0.023469388,0.92,2,0
SC-3442-40689,SC,6,7,CO,7,A,05/26/11,06/01/11,18,20,04/28/10,08/27/10,6,2,04/28/10,Other,0,Costa Rica,5-8,5-8,,May,5-8,5-8,5-8-5-8,S,1,0.023529412,0.9,2,0
SC-3492-40689,SC,8,9,CO,7,A,05/26/11,06/01/11,17,19,04/26/10,08/25/10,5,3,04/28/10,Other,0,Costa Rica,5-8,5-8,,May,5-8,5-8,5-8-5-8,S,1,0.023529412,0.9,2,0
HC-3621-40631,HC,8,9,CA,6,A,03/29/11,04/03/11,54,60,04/28/10,08/08/10,3,7,04/28/10,Southern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.0675,0.9,6,1
HG-3650-40671,HG,4,4,CA,2,A,05/08/11,05/09/11,51,53,05/19/10,08/27/10,0,2,04/28/10,Southern California,1,CA History,<5,<5,,May,1,5-8,1-5-8,H,0,0.182142857,0.962264151,2,1
HVP-3711-40694,HVP,9,9,IN,5,T,05/31/11,06/04/11,52,54,04/26/10,08/08/10,6,2,04/28/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.091666667,0.964912281,2,0
HD-3750-40706,HD,9,9,WI,7,T,06/12/11,06/18/11,39,43,05/01/10,08/22/10,6,4,04/28/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.055873926,0.906976744,4,1
HD-3775-40697,HD,9,9,CA,5,A,06/03/11,06/07/11,15,17,05/02/10,08/28/10,2,1,04/28/10,Southern California,1,East Coast,5-8,5-8,5-8-5-8,June,2,2,2-2,H,1,0.052805281,0.888888889,2,1
HC-4039-40631,HC,6,7,CA,6,A,03/29/11,04/03/11,51,57,04/27/10,08/07/10,2,6,04/28/10,Southern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.0675,0.9,6,1
HD-4063-40659,HD,6,6,MI,5,T,04/26/11,04/30/11,65,66,04/24/10,08/13/10,1,1,04/28/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,1,1,1-1,H,1,0.113043478,0.984848485,1,1
HC-4108-40682,HC,,,CA,7,A,05/19/11,05/25/11,20,23,05/03/10,09/26/10,19,2,04/28/10,Southern California,0,East Coast,Undefined,Undefined,,May,5-8,5-8,5-8-5-8,H,1,0.026525199,0.869565217,3,1
HD-100-40714,HD,8,10,WA,5,A,06/20/11,06/24/11,29,31,04/30/10,08/20/10,16,1,04/29/10,Pacific Northwest,0,East Coast,5-8,>8,,June,5-8,5-8,5-8-5-8,H,1,0.03943662,0.933333333,2,1
HD-198-40692,HD,9,9,MO,3,A,05/29/11,05/31/11,30,33,05/09/10,08/30/10,4,4,04/29/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.035634744,0.914285714,3,1
HS-421-40644,HS,3,3,CA,2,A,04/11/11,04/12/11,63,65,,,3,1,04/29/10,Southern California,1,CA History,<5,<5,,April,2,5-8,2-5-8,H,0,0.235714286,0.970588235,2,1
HD-494-40696,HD,8,8,MI,5,T,06/02/11,06/06/11,40,44,05/07/10,08/28/10,8,3,04/29/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.08,0.909090909,4,1
HD-631-40694,HD,8,8,IN,3,A,05/31/11,06/02/11,57,64,05/13/10,09/02/10,4,8,04/29/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.089955022,0.895522388,7,1
HD-642-40706,HD,4,5,ID,5,A,06/12/11,06/16/11,9,11,05/01/10,08/29/10,3,3,04/29/10,Other,0,East Coast,<5,<5,,June,2,<5,2-<5,H,0,0.020833333,0.818181818,2,1
HD-703-40682,HD,8,8,CA,4,A,05/19/11,05/22/11,69,78,05/04/10,09/29/10,8,10,04/29/10,Northern California,0,East Coast,5-8,5-8,,May,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.884615385,9,1
HD-930-40692,HD,7,7,MO,4,A,05/29/11,06/01/11,40,43,04/28/10,08/19/10,6,4,04/29/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.066666667,0.930232558,3,1
HD-1022-40619,HD,6,7,OR,5,A,03/17/11,03/21/11,20,23,05/02/10,05/02/10,2,3,04/29/10,Pacific Northwest,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.025333333,0.863636364,3,1
HC-1051-40631,HC,8,9,WA,6,A,03/29/11,04/03/11,22,23,04/27/10,08/30/10,3,2,04/29/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.032307692,0.954545455,1,0
HG-1214-40692,HG,4,4,CA,2,A,05/29/11,05/30/11,34,36,,09/04/10,1,1,04/29/10,Southern California,1,CA History,<5,<5,,June,1,5-8,1-5-8,H,0,0.076595745,0.947368421,2,1
HD-1259-40676,HD,,,CA,5,A,05/13/11,05/17/11,32,36,05/01/10,08/20/10,11,3,04/29/10,Northern California,0,East Coast,Undefined,Undefined,,May,5-8,5-8,5-8-5-8,H,1,0.094444444,0.894736842,4,1
HD-1402-40696,HD,7,9,CA,8,A,06/02/11,06/09/11,27,30,,09/03/10,14,2,04/29/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,1,1,1-1,H,1,0.135,0.9,3,0
HS-1521-40644,HS,5,5,CA,2,A,04/11/11,04/12/11,66,68,,,1,3,04/29/10,Southern California,1,CA History,<5,<5,<5-<5,April,2,2,2-2,H,1,0.235714286,0.970588235,2,1
HC-1568-40631,HC,8,9,WA,6,A,03/29/11,04/03/11,22,23,05/03/10,09/05/10,2,1,04/29/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.032307692,0.954545455,1,0
HW-1587-40609,HW,,,TX,4,A,03/07/11,03/10/11,49,53,05/07/10,08/22/10,9,4,04/29/10,Houston,0,East Coast,Undefined,Undefined,,March,1,1,1-1,H,1,0.051201672,0.924528302,4,1
HD-1610-40619,HD,8,9,OR,5,A,03/17/11,03/21/11,20,23,05/03/10,05/03/10,3,3,04/29/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.025333333,0.863636364,3,1
SM-1662-40698,SM,7,8,CO,5,A,06/04/11,06/08/11,3,4,05/02/10,09/10/10,4,0,04/29/10,Other,0,West,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,S,1,0.01,0.75,1,0
HD-1693-40702,HD,7,8,FL,4,A,06/08/11,06/11/11,10,12,04/29/10,08/23/10,2,3,04/29/10,Other,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,H,0,0.013774105,0.833333333,2,1
HD-1755-40649,HD,8,8,CA,5,A,04/16/11,04/20/11,11,12,,09/02/10,3,1,04/29/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.022357724,0.916666667,1,0
HG-2009-40658,HG,5,5,CA,2,T,04/25/11,04/26/11,30,31,,09/11/10,4,1,04/29/10,Northern California,1,CA History,<5,<5,<5-<5,April,1,1,1-1,H,1,0.12,0.967741935,1,1
SM-2120-40698,SM,7,8,CO,5,A,06/04/11,06/08/11,3,4,04/28/10,09/06/10,5,2,04/29/10,Other,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.01,0.75,1,0
HD-2204-40649,HD,9,9,CA,5,A,04/16/11,04/20/11,10,11,,09/05/10,3,0,04/29/10,Northern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.022357724,0.916666667,1,0
HD-2245-40706,HD,4,5,ID,5,A,06/12/11,06/16/11,9,11,04/29/10,08/27/10,2,2,04/29/10,Other,0,East Coast,<5,<5,,June,2,<5,2-<5,H,0,0.020833333,0.818181818,2,1
HD-2332-40611,HD,9,9,KS,5,A,03/09/11,03/13/11,13,17,05/09/10,09/21/10,0,5,04/29/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.018808777,0.75,4,1
HD-2360-40702,HD,6,7,FL,4,A,06/08/11,06/11/11,9,11,04/28/10,08/22/10,3,1,04/29/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,2,2,2-2,H,1,0.013774105,0.833333333,2,1
HD-2410-40682,HD,7,7,CA,4,A,05/19/11,05/22/11,72,81,05/08/10,10/03/10,8,7,04/29/10,Northern California,0,East Coast,5-8,5-8,,May,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.884615385,9,1
HD-2577-40618,HD,7,9,CA,6,A,03/16/11,03/21/11,48,52,04/28/10,08/25/10,18,4,04/29/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.046237534,0.927272727,4,1
HG-2660-40658,HG,5,5,CA,2,T,04/25/11,04/26/11,28,29,,09/10/10,4,2,04/29/10,Northern California,1,CA History,<5,<5,,April,1,1,1-1,H,1,0.12,0.967741935,1,1
HD-2973-40676,HD,,,CA,5,A,05/13/11,05/17/11,34,38,05/03/10,08/22/10,11,5,04/29/10,Northern California,0,East Coast,Undefined,Undefined,,May,5-8,5-8,5-8-5-8,H,1,0.094444444,0.894736842,4,1
HD-2981-40697,HD,8,8,TX,4,A,06/03/11,06/06/11,56,63,05/11/10,08/28/10,6,5,04/29/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.04785077,0.893939394,7,1
HD-2984-40640,HD,9,9,CA,6,A,04/07/11,04/12/11,26,29,04/29/10,09/10/10,5,4,04/29/10,Southern California,0,East Coast,5-8,5-8,,April,2,2,2-2,H,1,0.028421053,0.9,3,1
HD-3224-40618,HD,7,9,CA,6,A,03/16/11,03/21/11,54,58,05/02/10,08/29/10,18,5,04/29/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.046237534,0.927272727,4,1
HD-3381-40658,HD,8,8,IN,4,T,04/25/11,04/28/11,60,65,05/02/10,08/13/10,4,6,04/29/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.068403909,0.926470588,5,1
HD-3444-40696,HD,9,9,MI,5,T,06/02/11,06/06/11,38,42,05/02/10,08/23/10,11,5,04/29/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.08,0.909090909,4,1
HD-3504-40692,HD,7,7,MO,3,A,05/29/11,05/31/11,32,35,05/11/10,09/01/10,3,2,04/29/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.035634744,0.914285714,3,1
HD-3568-40696,HD,6,8,CA,8,A,06/02/11,06/09/11,27,30,,09/02/10,14,2,04/29/10,Northern California,0,East Coast,5-8,5-8,,June,1,1,1-1,H,1,0.135,0.9,3,0
HD-3602-40692,HD,6,6,MO,4,A,05/29/11,06/01/11,40,43,04/28/10,08/19/10,4,2,04/29/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.066666667,0.930232558,3,1
HW-3717-40609,HW,,,TX,4,A,03/07/11,03/10/11,47,51,05/09/10,08/24/10,7,3,04/29/10,Houston,0,East Coast,Undefined,Undefined,,March,1,>8,1->8,H,0,0.051201672,0.924528302,4,1
HD-3861-40656,HD,7,7,TN,5,T,04/23/11,04/27/11,67,77,04/25/10,08/12/10,5,12,04/29/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.11942959,0.87012987,10,1
HD-3873-40694,HD,9,9,IN,3,A,05/31/11,06/02/11,57,64,05/09/10,08/29/10,4,9,04/29/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.089955022,0.895522388,7,1
HD-4027-40658,HD,9,9,IN,4,T,04/25/11,04/28/11,60,65,05/02/10,08/13/10,2,5,04/29/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.068403909,0.926470588,5,1
HD-459-40698,HD,7,9,TX,4,A,06/04/11,06/07/11,13,15,05/04/10,08/30/10,5,3,04/30/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.043333333,0.866666667,2,0
HD-601-40702,HD,9,9,MN,4,A,06/08/11,06/11/11,14,16,05/01/10,08/27/10,5,1,04/30/10,Other,0,East Coast,>8,>8,,June,5-8,>8,5-8->8,H,0,0.019005848,0.866666667,2,1
HD-615-40612,HD,8,8,KS,4,A,03/10/11,03/13/11,8,9,04/28/10,09/06/10,3,2,04/30/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.014545455,0.888888889,1,1
SM-618-40620,SM,8,8,NM,5,A,03/18/11,03/22/11,17,19,05/03/10,08/30/10,4,1,04/30/10,Other,0,West,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,S,1,0.030150754,0.9,2,0
HD-771-40698,HD,5,7,TX,4,A,06/04/11,06/07/11,17,18,05/09/10,08/15/10,17,1,04/30/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.031914894,0.947368421,1,0
HC-833-40631,HC,7,7,WA,7,A,03/29/11,04/04/11,25,26,04/30/10,09/14/10,8,1,04/30/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,5-8,>8,5-8->8,H,0,0.042553191,0.962962963,1,1
HD-980-40677,HD,8,8,MI,4,A,05/14/11,05/17/11,12,13,04/26/10,10/24/10,1,0,04/30/10,Other,0,East Coast,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.075862069,0.916666667,1,1
HD-1021-40663,HD,8,8,IN,4,A,04/30/11,05/03/11,34,38,04/29/10,08/22/10,0,5,04/30/10,Other,0,East Coast,5-8,5-8,,May,1,1,1-1,H,1,0.090651558,0.888888889,4,1
HS-1038-40649,HS,3,3,CA,2,A,04/16/11,04/17/11,35,36,05/06/10,09/04/10,1,2,04/30/10,Southern California,1,CA History,<5,<5,,April,1,5-8,1-5-8,H,0,0.107033639,0.972222222,1,1
HZ-1111-40652,HZ,9,10,AB,4,A,04/19/11,04/22/11,20,21,05/02/10,05/02/10,3,1,04/30/10,Other,1,CA History,5-8,>8,5-8->8,April,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.95,1,0
HD-1237-40698,HD,7,9,TX,4,A,06/04/11,06/07/11,14,16,04/26/10,08/22/10,5,2,04/30/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.043333333,0.866666667,2,0
HC-1448-40633,HC,9,9,CA,6,A,03/31/11,04/05/11,46,50,05/05/10,09/12/10,11,3,04/30/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.036478985,0.92,4,1
HS-1574-40649,HS,4,4,CA,2,A,04/16/11,04/17/11,35,36,05/06/10,09/04/10,3,2,04/30/10,Southern California,1,CA History,<5,<5,,April,1,5-8,1-5-8,H,0,0.107033639,0.972222222,1,1
HD-1779-40614,HD,7,7,LA,4,A,03/12/11,03/15/11,34,36,05/02/10,08/25/10,3,1,04/30/10,Other,0,East Coast,5-8,5-8,,March,1,1,1-1,H,1,0.070539419,0.944444444,2,1
HD-1830-40612,HD,8,8,KS,4,A,03/10/11,03/13/11,8,9,04/26/10,09/04/10,4,2,04/30/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.014545455,0.888888889,1,1
HS-1858-40649,HS,5,5,CA,2,A,04/16/11,04/17/11,33,34,05/07/10,09/05/10,2,1,04/30/10,Southern California,1,CA History,<5,<5,,April,1,5-8,1-5-8,H,0,0.107033639,0.972222222,1,1
HD-2218-40704,HD,8,8,MN,3,A,06/10/11,06/12/11,27,29,05/04/10,08/28/10,2,1,04/30/10,Other,0,East Coast,5-8,5-8,,June,<5,<5,<5-<5,H,1,0.027,0.931034483,2,1
HC-2219-40698,HC,8,8,CA,5,A,06/04/11,06/08/11,5,6,05/05/10,08/28/10,6,0,04/30/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.013888889,0.833333333,1,1
HC-2231-40705,HC,7,7,CA,6,A,06/11/11,06/16/11,47,51,05/12/10,09/18/10,3,4,04/30/10,Northern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.058024691,0.921568627,4,1
HZ-2234-40652,HZ,9,10,AB,4,A,04/19/11,04/22/11,18,19,05/05/10,05/05/10,4,1,04/30/10,Other,1,CA History,5-8,>8,,April,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.95,1,0
HS-2354-40672,HS,4,4,CA,2,A,05/09/11,05/10/11,16,17,05/13/10,08/20/10,0,0,04/30/10,Southern California,1,CA History,<5,<5,<5-<5,May,2,2,2-2,H,1,0.036170213,0.944444444,1,1
HS-2736-40672,HS,3,3,CA,2,A,05/09/11,05/10/11,16,17,05/14/10,08/21/10,0,1,04/30/10,Southern California,1,CA History,<5,<5,,May,2,2,2-2,H,1,0.036170213,0.944444444,1,1
HD-2790-40661,HD,5,5,CA,5,A,04/28/11,05/02/11,44,48,04/25/10,08/18/10,1,5,04/30/10,Southern California,0,East Coast,<5,<5,,May,1,5-8,1-5-8,H,0,0.164285714,0.92,4,1
HD-2792-40677,HD,9,9,FL,4,A,05/14/11,05/17/11,6,7,05/03/10,05/03/10,5,1,04/30/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.005300353,0.857142857,1,1
HC-3002-40698,HC,8,8,CA,5,A,06/04/11,06/08/11,5,6,04/27/10,08/20/10,4,0,04/30/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.013888889,0.833333333,1,1
HD-3033-40677,HD,7,7,MI,4,A,05/14/11,05/17/11,10,11,05/03/10,10/31/10,1,1,04/30/10,Other,0,East Coast,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.075862069,0.916666667,1,1
HD-3039-40661,HD,4,4,CA,5,A,04/28/11,05/02/11,46,50,05/05/10,08/28/10,1,4,04/30/10,Southern California,0,East Coast,<5,<5,<5-<5,May,1,1,1-1,H,1,0.164285714,0.92,4,1
HS-3048-40707,HS,5,5,CA,1,A,06/13/11,06/13/11,143,148,05/23/10,09/01/10,5,4,04/30/10,Southern California,1,CA History,<5,<5,,June,2,<5,2-<5,H,0,0.215873016,0.964539007,5,1
HC-3152-40705,HC,9,9,CA,6,A,06/11/11,06/16/11,49,53,05/09/10,09/15/10,5,4,04/30/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.058024691,0.921568627,4,1
HC-3159-40698,HC,8,8,CA,5,A,06/04/11,06/08/11,21,22,04/29/10,08/25/10,6,0,04/30/10,Northern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.031428571,0.956521739,1,0
